location,category,chambres,salles_de_bains,superficie,type_de_transaction,date,price
"Ariana, Ennasr",Appartements,2.0,1.0,90.0,À Louer,28 janvier 2020,80.0
"Ariana, Jardins D'el Menzah",Appartements,2.0,1.0,75.0,À Louer,28 janvier 2020,850.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,28 janvier 2020,50.0
"Ariana, La Soukra",Maisons et Villas,4.0,2.0,339.0,À Vendre,28 janvier 2020,0.0
"Ariana, La Soukra",Maisons et Villas,4.0,2.0,200.0,À Louer,28 janvier 2020,1600.0
"Ariana, La Soukra",Appartements,2.0,2.0,180.0,À Vendre,28 janvier 2020,0.0
"Ariana, La Soukra",Appartements,2.0,1.0,100.0,À Louer,28 janvier 2020,850.0
"Ariana, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,105.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,28 janvier 2020,230000.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",1.0,1.0,300.0,À Vendre,28 janvier 2020,150000.0
"Ariana, Chotrana",Terrains et Fermes,,,,,28 janvier 2020,80000.0
"Ariana, Ennasr",Appartements,2.0,1.0,70.0,À Louer,28 janvier 2020,80.0
"Ariana, Borj Louzir",Terrains et Fermes,,,,,28 janvier 2020,96000.0
"Ariana, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,145.0
"Ariana, Ennasr",Appartements,2.0,50.0,,À Vendre,28 janvier 2020,200000.0
"Ariana, Ennasr",Appartements,4.0,2.0,120.0,À Louer,28 janvier 2020,1250.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,120.0
"Ariana, Ennasr",Bureaux et Plateaux,3.0,1.0,80.0,À Louer,28 janvier 2020,1380.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,250.0
"Ariana, La Soukra",Bureaux et Plateaux,2.0,1.0,100.0,À Louer,28 janvier 2020,1000.0
"Ariana, La Soukra",Terrains et Fermes,,,,,28 janvier 2020,95000.0
"Ariana, La Soukra",Bureaux et Plateaux,2.0,1.0,120.0,À Louer,28 janvier 2020,3000.0
"Ariana, Ennasr",Appartements,3.0,125.0,,À Vendre,28 janvier 2020,298000.0
"Ariana, Chotrana",Maisons et Villas,5.0,650.0,,À Vendre,28 janvier 2020,0.0
"Ariana, Autres villes",Appartements,1.0,1.0,68.0,À Louer,28 janvier 2020,650.0
"Ariana, Ariana",Terrains et Fermes,,,,,28 janvier 2020,85000.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,28 janvier 2020,240000.0
"Ariana, La Soukra",Maisons et Villas,5.0,1.0,250.0,À Vendre,28 janvier 2020,520.0
"Ariana, Ariana",Appartements,3.0,1.0,110.0,À Vendre,28 janvier 2020,120000.0
"Ariana, La Soukra",Appartements,2.0,1.0,85.0,À Louer,28 janvier 2020,600.0
"Ariana, Ennasr",Appartements,3.0,1.0,150.0,À Vendre,28 janvier 2020,320000.0
"Ariana, Mnihla",Maisons et Villas,4.0,1104.0,,À Vendre,28 janvier 2020,0.0
"Ariana, Jardins D'el Menzah",Maisons et Villas,4.0,550.0,,À Vendre,28 janvier 2020,1350000.0
"Ariana, Mnihla",Maisons et Villas,0.0,0.0,200.0,À Louer,28 janvier 2020,0.0
"Ariana, La Soukra",Terrains et Fermes,,,,,28 janvier 2020,350.0
"Ariana, Ghazela",Maisons et Villas,6.0,4.0,400.0,À Vendre,28 janvier 2020,0.0
"Ariana, Ghazela",Appartements,3.0,1.0,115.0,À Louer,28 janvier 2020,850.0
"Ariana, Ariana",Terrains et Fermes,,,,,28 janvier 2020,400.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,120000.0
"Ariana, Raoued",Maisons et Villas,3.0,1.0,98.0,À Vendre,28 janvier 2020,75000.0
"Ariana, Ghazela",Appartements,3.0,1.0,140.0,À Vendre,28 janvier 2020,290.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,28 janvier 2020,250.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,420.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,28 janvier 2020,350.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,450.0
"Ariana, La Soukra",Maisons et Villas,4.0,400.0,,À Louer,28 janvier 2020,4000.0
"Ariana, Ariana",Terrains et Fermes,,,,,28 janvier 2020,550.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,700.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,380.0
"Ariana, Mnihla",Terrains et Fermes,,,,,28 janvier 2020,160.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,28 janvier 2020,140.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,400.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,180.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,350.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,500.0
"Ariana, Ennasr",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Ariana, La Soukra",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Ariana, Ghazela",Appartements,2.0,1.0,70.0,À Louer,28 janvier 2020,600.0
"Ariana, Raoued",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Ariana, Sidi Thabet",Appartements,2.0,2.0,2.0,À Vendre,28 janvier 2020,120.0
"Ariana, Ariana Ville",Appartements,3.0,2.0,96.0,À Vendre,28 janvier 2020,220000.0
"Ariana, La Soukra",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Ariana, Autres villes",Appartements,2.0,2.0,130.0,À Louer,27 janvier 2020,0.0
"Ariana, Autres villes",Maisons et Villas,2.0,1.0,90.0,À Vendre,27 janvier 2020,1111.0
"Ariana, Chotrana",Appartements,2.0,1.0,100.0,À Louer,27 janvier 2020,850.0
"Ariana, Ghazela",Maisons et Villas,1.0,1.0,99.0,À Louer,27 janvier 2020,150.0
"Ariana, Ghazela",Colocations,3.0,1.0,60.0,À Louer,27 janvier 2020,400.0
"Ariana, Ennasr",Appartements,1.0,1.0,58.0,À Louer,27 janvier 2020,860.0
"Ariana, Ariana Ville",Maisons et Villas,1.0,1.0,28.0,À Louer,27 janvier 2020,270.0
"Ariana, Ettadhamen","Magasins, Commerces et Locaux industriels",2.0,100.0,,À Louer,27 janvier 2020,0.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",5.0,2.0,5000.0,À Louer,27 janvier 2020,1.0
"Ariana, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Ariana, Ariana",Appartements,-3.0,-1.0,103.0,À Vendre,27 janvier 2020,270000.0
"Ariana, Ariana Ville","Magasins, Commerces et Locaux industriels",1.0,12.0,,À Vendre,27 janvier 2020,8000.0
"Ariana, Ghazela",Maisons et Villas,3.0,2.0,250.0,À Louer,27 janvier 2020,900.0
"Ariana, Autres villes",Maisons et Villas,6.0,2.0,320.0,À Vendre,27 janvier 2020,690.0
"Ariana, Ennasr",Appartements,3.0,3.0,190.0,À Louer,27 janvier 2020,2500.0
"Ariana, Ariana Ville",Appartements,2.0,1.0,1.0,À Louer,27 janvier 2020,100.0
"Ariana, Autres villes",Autre Immobilier,,,,,27 janvier 2020,0.0
"Ariana, Ariana",Appartements,2.0,1.0,100.0,À Vendre,27 janvier 2020,220000.0
"Ariana, Ennasr",Appartements,1.0,1.0,87.0,À Louer,27 janvier 2020,800.0
"Ariana, Autres villes",Maisons et Villas,3.0,1.0,0.0,À Louer,27 janvier 2020,1500.0
"Ariana, Mnihla",Maisons et Villas,2.0,1.0,1.0,À Vendre,27 janvier 2020,66.0
"Ariana, Autres villes",Appartements,3.0,1.0,90.0,À Louer,27 janvier 2020,100.0
"Ariana, Autres villes",Maisons et Villas,3.0,1.0,400.0,À Vendre,27 janvier 2020,280000.0
"Ariana, Raoued",Maisons et Villas,1.0,1.0,40.0,À Louer,27 janvier 2020,230.0
"Ariana, Borj Louzir",Appartements,2.0,1.0,80.0,À Louer,27 janvier 2020,400.0
"Ariana, Raoued",Maisons et Villas,1.0,1.0,80.0,À Louer,27 janvier 2020,350.0
"Ariana, Autres villes","Magasins, Commerces et Locaux industriels",,,,,27 janvier 2020,0.0
"Ariana, Ennasr","Magasins, Commerces et Locaux industriels",2.0,1.0,97.0,À Vendre,27 janvier 2020,250000.0
"Ariana, Borj Louzir",Appartements,3.0,1.0,80.0,À Louer,27 janvier 2020,400.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",1.0,0.0,250.0,À Louer,27 janvier 2020,1500.0
"Ariana, Ariana Ville",Appartements,2.0,1.0,120.0,À Louer,27 janvier 2020,700.0
"Ariana, Raoued",Appartements,4.0,1.0,100.0,À Louer,27 janvier 2020,475.0
"Ariana, Jardins D'el Menzah",Terrains et Fermes,,,,,27 janvier 2020,650.0
"Ariana, Ghazela",Terrains et Fermes,,,,,27 janvier 2020,700.0
"Ariana, Ennasr",Appartements,1.0,2.0,140.0,À Louer,27 janvier 2020,1250.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,27 janvier 2020,30.0
"Ariana, Autres villes",Maisons et Villas,2.0,1.0,0.0,À Louer,27 janvier 2020,0.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,27 janvier 2020,35.0
"Ariana, Ennasr",Appartements,5.0,3.0,300.0,À Vendre,27 janvier 2020,850000.0
"Ariana, Sidi Thabet",Maisons et Villas,4.0,1.0,140.0,À Vendre,27 janvier 2020,120000.0
"Ariana, Ennasr",Appartements,3.0,1.0,150.0,À Louer,27 janvier 2020,900.0
"Ariana, Raoued",Maisons et Villas,3.0,1.0,140.0,À Vendre,27 janvier 2020,120000.0
"Ariana, Ariana",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Ariana, Raoued","Magasins, Commerces et Locaux industriels",6.0,4.0,200.0,À Vendre,27 janvier 2020,780000.0
"Ariana, Ariana Ville","Magasins, Commerces et Locaux industriels",1.0,1.0,931.0,À Vendre,27 janvier 2020,1300000.0
"Ariana, Raoued",Terrains et Fermes,,,,,27 janvier 2020,160.0
"Ariana, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,30.0
"Ariana, Borj Louzir",Maisons et Villas,6.0,2.0,250.0,À Vendre,27 janvier 2020,230000.0
"Ariana, Ghazela",Maisons et Villas,2.0,1.0,103.0,À Vendre,27 janvier 2020,115000.0
"Ariana, Autres villes",Appartements,1.0,0.0,2.0,À Louer,27 janvier 2020,800.0
"Ariana, Ghazela",Appartements,2.0,1.0,70.0,À Louer,27 janvier 2020,900.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",2.0,2.0,300.0,À Louer,27 janvier 2020,2000.0
"Ariana, Ariana Ville",Appartements,3.0,1.0,120.0,À Louer,27 janvier 2020,650.0
"Ariana, Borj Louzir",Maisons et Villas,5.0,1.0,200.0,À Louer,27 janvier 2020,870.0
"Ariana, Raoued",Maisons et Villas,2.0,1.0,440.0,À Vendre,27 janvier 2020,270.0
"Ariana, La Soukra",Appartements,1.0,1.0,70.0,À Vendre,27 janvier 2020,195000.0
"Ariana, Autres villes",Appartements,55521286.0,55521286.0,55521286.0,À Louer,27 janvier 2020,0.0
"Ariana, Raoued",Maisons et Villas,6.0,2.0,300.0,À Vendre,27 janvier 2020,210.0
"Ariana, Ariana Ville",Appartements,4.0,2.0,320.0,À Vendre,27 janvier 2020,0.0
"Ariana, Ennasr",Appartements,1.0,1.0,22.0,À Louer,27 janvier 2020,70.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,27 janvier 2020,450000.0
"Ariana, Mnihla",Terrains et Fermes,,,,,27 janvier 2020,470.0
"Ariana, Ariana",Appartements,1.0,1.0,75.0,À Louer,27 janvier 2020,900.0
"Ariana, Ariana",Maisons et Villas,5.0,2.0,436.0,À Vendre,27 janvier 2020,900000.0
"Ariana, Autres villes",Maisons et Villas,5.0,3.0,443.0,À Vendre,27 janvier 2020,0.0
"Ariana, La Soukra",Maisons et Villas,5.0,1.0,550.0,À Vendre,27 janvier 2020,1300000.0
"Ariana, Autres villes",Bureaux et Plateaux,6.0,3.0,700.0,À Louer,27 janvier 2020,6000.0
"Ariana, La Soukra",Maisons et Villas,3.0,3.0,300.0,À Vendre,27 janvier 2020,980000.0
"Ariana, Autres villes",Locations de vacances,1.0,1.0,68.0,À Louer,27 janvier 2020,0.0
"Ariana, Autres villes",Appartements,1.0,1.0,20.0,À Louer,27 janvier 2020,270.0
"Ariana, Ghazela",Maisons et Villas,2.0,1.0,40.0,À Louer,27 janvier 2020,400.0
"Ariana, La Soukra",Maisons et Villas,4.0,2.0,200.0,À Louer,27 janvier 2020,2500.0
"Ariana, Chotrana",Appartements,2.0,2.0,116.0,À Vendre,27 janvier 2020,310000.0
"Ariana, La Soukra",Maisons et Villas,4.0,2.0,380.0,À Vendre,27 janvier 2020,770000.0
"Ariana, Ariana",Bureaux et Plateaux,1.0,1.0,60.0,À Louer,27 janvier 2020,750.0
"Ariana, Borj Louzir",Maisons et Villas,3.0,1.0,90.0,À Louer,27 janvier 2020,500.0
"Ariana, Ennasr",Appartements,2.0,1.0,90.0,À Louer,27 janvier 2020,90.0
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Ariana, Raoued",Appartements,9.0,5.0,12.0,À Vendre,27 janvier 2020,25000000.0
"Ariana, Raoued",Terrains et Fermes,,,,,27 janvier 2020,280.0
"Ariana, Autres villes",Appartements,3.0,2.0,115.0,À Louer,27 janvier 2020,0.0
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",1.0,300.0,,À Vendre,27 janvier 2020,465000.0
